PolygonID,EntityHand,PointID,X,Y,State Abbreviation
41,401,7,3.10254,2.40815,OK
41,401,8,3.00424,2.35146,OK
41,401,9,3.00424,2.23796,OK
41,401,10,2.90597,2.18121,OK
41,401,11,2.80772,2.23796,OK
41,401,12,2.80772,2.35146,OK
41,401,13,2.70942,2.40815,OK
41,401,14,2.61117,2.35146,OK
41,401,15,2.51292,2.40815,OK
41,401,16,2.51292,2.52165,OK
41,401,17,2.61117,2.5784,OK
41,401,18,2.61117,2.69185,OK
41,401,19,2.70942,2.74858,OK
41,401,20,2.80772,2.69185,OK
42,417,1,2.02154,2.5784,AZ
42,417,2,2.11979,2.52165,AZ
42,417,3,2.2181,2.5784,AZ
42,417,4,2.31635,2.52165,AZ
42,417,5,2.31635,2.40815,AZ
42,417,6,2.2181,2.35146,AZ
42,417,7,2.2181,2.23796,AZ
42,417,8,2.11979,2.18121,AZ
42,417,9,2.11979,2.06776,AZ
42,417,10,2.02154,2.01096,AZ
42,417,11,2.02154,1.89751,AZ
42,417,12,1.92324,1.84082,AZ
42,417,13,1.82497,1.89751,AZ
42,417,14,1.72672,1.84082,AZ
42,417,15,1.62847,1.89751,AZ
42,417,16,1.62847,2.01096,AZ
42,417,17,1.53017,2.06776,AZ
42,417,18,1.53017,2.18121,AZ
42,417,19,1.62847,2.23796,AZ
42,417,20,1.62847,2.35146,AZ
42,417,21,1.72672,2.40815,AZ
42,417,22,1.72672,2.52165,AZ
42,417,23,1.82497,2.5784,AZ
42,417,24,1.92324,2.52165,AZ
43,431,1,2.02154,1.89751,NM
43,431,2,2.02154,2.01096,NM
43,431,3,2.11979,2.06776,NM
43,431,4,2.11979,2.18121,NM
43,431,5,2.2181,2.23796,NM
43,431,6,2.2181,2.35146,NM
43,431,7,2.31635,2.40815,NM
43,431,8,2.31635,2.52165,NM
43,431,9,2.41461,2.5784,NM
43,431,10,2.51292,2.52165,NM
43,431,11,2.51292,2.40815,NM
43,431,12,2.41461,2.35146,NM
43,431,13,2.41461,2.23796,NM
43,431,14,2.31635,2.18121,NM
43,431,15,2.31635,2.06776,NM
43,431,16,2.2181,2.01096,NM
43,431,17,2.2181,1.89751,NM
43,431,18,2.11979,1.84082,NM
43,431,19,2.11979,1.72732,NM
43,431,20,2.02154,1.67057,NM
43,431,21,1.92324,1.72732,NM
43,431,22,1.92324,1.84082,NM
44,449,1,3.39735,2.5784,AR
44,449,2,3.49561,2.52165,AR
44,449,3,3.49561,2.40815,AR
44,449,4,3.59392,2.35146,AR
44,449,5,3.59392,2.23796,AR
44,449,6,3.69217,2.18121,AR
44,449,7,3.69217,2.06776,AR
44,449,8,3.59392,2.01096,AR
44,449,9,3.49561,2.06776,AR
44,449,10,3.39735,2.01096,AR
44,449,11,3.29904,2.06776,AR
44,449,12,3.29904,2.18121,AR
44,449,13,3.20079,2.23796,AR
44,449,14,3.20079,2.35146,AR
44,449,15,3.10254,2.40815,AR
44,449,16,3.10254,2.52165,AR
44,449,17,3.20079,2.5784,AR
44,449,18,3.29904,2.52165,AR
45,45D,1,3.79042,2.5784,TN
45,45D,2,3.88872,2.52165,TN
45,45D,3,3.98699,2.5784,TN
45,45D,4,4.08524,2.52165,TN
45,45D,5,4.18354,2.5784,TN
45,45D,6,4.28179,2.52165,TN
45,45D,7,4.38004,2.5784,TN
45,45D,8,4.47835,2.52165,TN
45,45D,9,4.57661,2.5784,TN
45,45D,10,4.67492,2.52165,TN
45,45D,11,4.67492,2.40815,TN
45,45D,12,4.57661,2.35146,TN
45,45D,13,4.57661,2.23796,TN
45,45D,14,4.47835,2.18121,TN
45,45D,15,4.38004,2.23796,TN
45,45D,16,4.28179,2.18121,TN
45,45D,17,4.18354,2.23796,TN
45,45D,18,4.08524,2.18121,TN
45,45D,19,3.98699,2.23796,TN
45,45D,20,3.88872,2.18121,TN
45,45D,21,3.79042,2.23796,TN
45,45D,22,3.69217,2.18121,TN
45,45D,23,3.59392,2.23796,TN
45,45D,24,3.59392,2.35146,TN
45,45D,25,3.49561,2.40815,TN
45,45D,26,3.49561,2.52165,TN
45,45D,27,3.59392,2.5784,TN
45,45D,28,3.69217,2.52165,TN
46,47B,1,4.96972,2.5784,NC
46,47B,2,5.06799,2.52165,NC
46,47B,3,5.16624,2.5784,NC
46,47B,4,5.26454,2.52165,NC
46,47B,5,5.36279,2.5784,NC
46,47B,6,5.46104,2.52165,NC
46,47B,7,5.55935,2.5784,NC
46,47B,8,5.65761,2.52165,NC
46,47B,9,5.65761,2.40815,NC
46,47B,10,5.55935,2.35146,NC
46,47B,11,5.55935,2.23796,NC
46,47B,12,5.65761,2.18121,NC
46,47B,13,5.65761,2.06776,NC
46,47B,14,5.55935,2.01096,NC
46,47B,15,5.46104,2.06776,NC
46,47B,16,5.36279,2.01096,NC
46,47B,17,5.26454,2.06776,NC
46,47B,18,5.16624,2.01096,NC
46,47B,19,5.06799,2.06776,NC
46,47B,20,4.96972,2.01096,NC
46,47B,21,4.87142,2.06776,NC
46,47B,22,4.77317,2.01096,NC
46,47B,23,4.67492,2.06776,NC
46,47B,24,4.67492,2.18121,NC
46,47B,25,4.57661,2.23796,NC
46,47B,26,4.57661,2.35146,NC
46,47B,27,4.67492,2.40815,NC
46,47B,28,4.67492,2.52165,NC
46,47B,29,4.77317,2.5784,NC
46,47B,30,4.87142,2.52165,NC
47,49B,1,2.70942,2.40815,TX
47,49B,2,2.80772,2.35146,TX
47,49B,3,2.80772,2.23796,TX
47,49B,4,2.90597,2.18121,TX
47,49B,5,3.00424,2.23796,TX
47,49B,6,3.00424,2.35146,TX
47,49B,7,3.10254,2.40815,TX
47,49B,8,3.20079,2.35146,TX
47,49B,9,3.20079,2.23796,TX
47,49B,10,3.29904,2.18121,TX
47,49B,11,3.29904,2.06776,TX
47,49B,12,3.39735,2.01096,TX
47,49B,13,3.39735,1.89751,TX
47,49B,14,3.29904,1.84082,TX
47,49B,15,3.29904,1.72732,TX
47,49B,16,3.39735,1.67057,TX
47,49B,17,3.39735,1.55712,TX
47,49B,18,3.29904,1.50038,TX
47,49B,19,3.20079,1.55712,TX
47,49B,20,3.10254,1.50038,TX
47,49B,21,3.10254,1.38688,TX
47,49B,22,3.00424,1.33019,TX
47,49B,23,3.00424,1.21669,TX
47,49B,24,2.90597,1.15994,TX
47,49B,25,2.90597,1.0465,TX
47,49B,26,2.80772,0.989746,TX
47,49B,27,2.80772,0.876247,TX
47,49B,28,2.70942,0.819553,TX
47,49B,29,2.61117,0.876247,TX
47,49B,30,2.61117,0.989746,TX
47,49B,31,2.51292,1.0465,TX
47,49B,32,2.51292,1.15994,TX
47,49B,33,2.41461,1.21669,TX
47,49B,34,2.41461,1.33019,TX
47,49B,35,2.31635,1.38688,TX
47,49B,36,2.2181,1.33019,TX
47,49B,37,2.11979,1.38688,TX
47,49B,38,2.11979,1.50038,TX
47,49B,39,2.02154,1.55712,TX
47,49B,40,2.02154,1.67057,TX
47,49B,41,2.11979,1.72732,TX
47,49B,42,2.11979,1.84082,TX
47,49B,43,2.2181,1.89751,TX
47,49B,44,2.2181,2.01096,TX
47,49B,45,2.31635,2.06776,TX
47,49B,46,2.31635,2.18121,TX
47,49B,47,2.41461,2.23796,TX
47,49B,48,2.41461,2.35146,TX
47,49B,49,2.51292,2.40815,TX
47,49B,50,2.61117,2.35146,TX
48,4CF,1,3.98699,2.23796,MS
48,4CF,2,4.08524,2.18121,MS
48,4CF,3,4.08524,2.06776,MS
48,4CF,4,3.98699,2.01096,MS
48,4CF,5,3.98699,1.89751,MS
48,4CF,6,4.08524,1.84082,MS
48,4CF,7,4.08524,1.72732,MS
48,4CF,8,3.98699,1.67057,MS
48,4CF,9,3.98699,1.55712,MS
48,4CF,10,3.88872,1.50038,MS
48,4CF,11,3.79042,1.55712,MS
48,4CF,12,3.79042,1.67057,MS
48,4CF,13,3.69217,1.72732,MS
48,4CF,14,3.69217,1.84082,MS
48,4CF,15,3.79042,1.89751,MS
48,4CF,16,3.79042,2.01096,MS
48,4CF,17,3.69217,2.06776,MS
48,4CF,18,3.69217,2.18121,MS
48,4CF,19,3.79042,2.23796,MS
48,4CF,20,3.88872,2.18121,MS
49,ZZ1,1,4.38004,1.89751,AL
49,ZZ1,2,4.47835,1.84082,AL
49,ZZ1,3,4.47835,1.72732,AL
49,ZZ1,4,4.38004,1.67057,AL
49,ZZ1,5,4.38004,1.55712,AL
49,ZZ1,6,4.47835,1.50038,AL
49,ZZ1,7,4.47835,1.38688,AL
49,ZZ1,8,4.38004,1.33019,AL
49,ZZ1,9,4.28179,1.38688,AL
49,ZZ1,10,4.18354,1.33019,AL
49,ZZ1,11,4.08524,1.38688,AL
49,ZZ1,12,4.08524,1.50038,AL
49,ZZ1,13,3.98699,1.55712,AL
49,ZZ1,14,3.98699,1.67057,AL
49,ZZ1,15,4.08524,1.72732,AL
49,ZZ1,16,4.08524,1.84082,AL
49,ZZ1,17,3.98699,1.89751,AL
49,ZZ1,18,3.98699,2.01096,AL
49,ZZ1,19,4.08524,2.06776,AL
49,ZZ1,20,4.08524,2.18121,AL
49,ZZ1,21,4.18354,2.23796,AL
49,ZZ1,22,4.28179,2.18121,AL
49,ZZ1,23,4.28179,2.06776,AL
49,ZZ1,24,4.38004,2.01096,AL
50,4FF,1,4.57661,2.23796,GA
50,4FF,2,4.67492,2.18121,GA
50,4FF,3,4.67492,2.06776,GA
50,4FF,4,4.77317,2.01096,GA
50,4FF,5,4.87142,2.06776,GA
50,4FF,6,4.96972,2.01096,GA
50,4FF,7,4.96972,1.89751,GA
50,4FF,8,5.06799,1.84082,GA
50,4FF,9,5.06799,1.72732,GA
50,4FF,10,5.16624,1.67057,GA
50,4FF,11,5.16624,1.55712,GA
50,4FF,12,5.26454,1.50038,GA
50,4FF,13,5.26454,1.38688,GA
50,4FF,14,5.16624,1.33019,GA
50,4FF,15,5.06799,1.38688,GA
50,4FF,16,4.96972,1.33019,GA
50,4FF,17,4.87142,1.38688,GA
50,4FF,18,4.77317,1.33019,GA
50,4FF,19,4.67492,1.38688,GA
50,4FF,20,4.57661,1.33019,GA
50,4FF,21,4.47835,1.38688,GA
50,4FF,22,4.47835,1.50038,GA
50,4FF,23,4.38004,1.55712,GA
50,4FF,24,4.38004,1.67057,GA
50,4FF,25,4.47835,1.72732,GA
50,4FF,26,4.47835,1.84082,GA
50,4FF,27,4.38004,1.89751,GA
50,4FF,28,4.38004,2.01096,GA
50,4FF,29,4.28179,2.06776,GA
50,4FF,30,4.28179,2.18121,GA
50,4FF,31,4.38004,2.23796,GA
50,4FF,32,4.47835,2.18121,GA
51,521,1,3.69217,2.06776,LA
51,521,2,3.79042,2.01096,LA
51,521,3,3.79042,1.89751,LA
51,521,4,3.69217,1.84082,LA
51,521,5,3.69217,1.72732,LA
51,521,6,3.79042,1.67057,LA
51,521,7,3.79042,1.55712,LA
51,521,8,3.88872,1.50038,LA
51,521,9,3.88872,1.38688,LA
51,521,10,3.79042,1.33019,LA
51,521,11,3.69217,1.38688,LA
51,521,12,3.59392,1.33019,LA
51,521,13,3.49561,1.38688,LA
51,521,14,3.49561,1.50038,LA
51,521,15,3.39735,1.55712,LA
51,521,16,3.39735,1.67057,LA
51,521,17,3.29904,1.72732,LA
51,521,18,3.29904,1.84082,LA
51,521,19,3.39735,1.89751,LA
51,521,20,3.39735,2.01096,LA
51,521,21,3.49561,2.06776,LA
51,521,22,3.59392,2.01096,LA
52,539,1,5.26454,2.06776,SC
52,539,2,5.36279,2.01096,SC
52,539,3,5.46104,2.06776,SC
52,539,4,5.55935,2.01096,SC
52,539,5,5.65761,2.06776,SC
52,539,6,5.75586,2.01096,SC
52,539,7,5.75586,1.89751,SC
52,539,8,5.65761,1.84082,SC
52,539,9,5.65761,1.72732,SC
52,539,10,5.55935,1.67057,SC
52,539,11,5.55935,1.55712,SC
52,539,12,5.46104,1.50038,SC
52,539,13,5.36279,1.55712,SC
52,539,14,5.26454,1.50038,SC
52,539,15,5.16624,1.55712,SC
52,539,16,5.16624,1.67057,SC
52,539,17,5.06799,1.72732,SC
52,539,18,5.06799,1.84082,SC
52,539,19,4.96972,1.89751,SC
52,539,20,4.96972,2.01096,SC
52,539,21,5.06799,2.06776,SC
52,539,22,5.16624,2.01096,SC
53,551,1,4.67492,3.08903,WV
53,551,2,4.67492,3.20247,WV
53,551,3,4.77317,3.25922,WV
53,551,4,4.87142,3.20247,WV
53,551,5,4.96972,3.25922,WV
53,551,6,4.96972,3.37272,WV
53,551,7,5.06799,3.42947,WV
53,551,8,5.06799,3.54292,WV
53,551,9,5.16624,3.59967,WV
53,551,10,5.26454,3.54292,WV
53,551,11,5.26454,3.42947,WV
53,551,12,5.16624,3.37272,WV
53,551,13,5.16624,3.25922,WV
53,551,14,5.06799,3.20247,WV
53,551,15,5.06799,3.08903,WV
53,551,16,4.96972,3.03228,WV
53,551,17,4.87142,3.08903,WV
53,551,18,4.77317,3.03228,WV
53,551,19,4.77317,2.91883,WV
53,551,20,4.67492,2.86208,WV
53,551,21,4.57661,2.91883,WV
53,551,22,4.57661,3.03228,WV
54,569,1,0.547472,1.0465,AK
54,569,2,0.449164,0.989746,AK
54,569,3,0.350911,1.0465,AK
54,569,4,0.350911,1.15994,AK
54,569,5,0.449164,1.21669,AK
54,569,6,0.449164,1.33019,AK
54,569,7,0.547472,1.38688,AK
54,569,8,0.645725,1.33019,AK
54,569,9,0.645725,1.21669,AK
54,569,10,0.743978,1.15994,AK
54,569,11,0.743978,1.0465,AK
54,569,12,0.645725,0.989746,AK
